ID_Pregunta,Área_Evaluada,Competencia,Componente,Proceso_Cognitivo,Tipo_Conocimiento,Nivel_Dificultad,Afirmación,Evidencia,Pregunta,Respuesta_Correcta,Nivel_Desempeño_Esperado,Tiempo_Estimado,Tema_Específico,Grado_Escolar,Periodo_Aplicación,Opcion_A,Opcion_B,Opcion_C,Opcion_D,Requiere_Imagen,Imagen_Pregunta_URL,Imagen_Opcion_A_URL,Imagen_Opcion_B_URL,Imagen_Opcion_C_URL,Imagen_Opcion_D_URL,Puntos_XP,Pista_1,Pista_2,Pista_3,Explicación_Respuesta,Error_Común,Pregunta_con_contexto,Pregunta_Libro,Orden_En_Contexto,Contexto_Requerido,Imagen_Contexto_Comp,Texto_Contexto_Completo,ID_Contexto_Compartido,Ruta_absoluta_Archivo,Nombre_del_Archivo,Índice_Discriminación,Parámetro_IRT_A,Parámetro_IRT_B,Parámetro_IRT_C,Subtema,Estrategia_Discursiva,Tipo_Razonamiento,Complejidad_Cognitiva,Contexto_Aplicación,Tipo_Texto,Género_Textual,Función_Comunicativa,Pensamiento_Matemático,Disciplina_Predominante,Concepto_Científico,Proceso_Científico,Nivel_Representación,Periodo_Histórico,Ámbito_Análisis,Escala_Espacial,Tipo_Fuente,Nivel_MCER,Parte_Prueba,Competencia_Comunicativa,Habilidad_Específica,Distractor_A_Concepto,Distractor_B_Concepto,Distractor_C_Concepto,Frecuencia_Error_A,Frecuencia_Error_B,Frecuencia_Error_C,Concepto_Refuerzo_1,Concepto_Refuerzo_2,Recurso_Sugerido,Tiempo_Estudio_Estimado,Fecha_Creación,Fecha_Actualización,Versión_Item,Banco_Origen,Fecha_Calibración
MAT_2025_036,Matemáticas,Formulación y ejecución,Algebra_y_calculo,Evaluación,Conceptual,0.68,Evalúa opciones bombillos según restricción consumo,Evaluar alternativas según criterios,"Luego de instalarlo, se dieron cuenta que el bombillo no tenía la potencia necesaria y por lo tanto no iluminaba suficiente; por lo tanto será necesario cambiarlo por uno con mayor potencia pero sin superar un consumo de 200000 jouls. Para esto van a la tienda y les ofrecen otras 3 opciones, escoja cual sería la correcta.",D,Nivel_4,125,Evaluación alternativas,11°,2025-1,Un bombillo de 5 W,Un bombillo de 20 W,Un bombillo de 50 W,No cambiar el bombillo,FALSE,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,10,Calcula consumo bombillo actual,Evalúa consumo opciones,Identifica que todas superan límite,"Si calculamos la potencia con el bombillo inicial de 10W, con la formula del punto 1.15; nos daremos cuenta de que este bombillo genera un consumo de 180000 jouls, lo cual está muy al límite del consumo máximo; al revisar los otros valores podemos ver que el único que está por debajo es el de 5 watts con un consumo de 90000 jouls, pero al tener menor potencia, nos iluminara menos y queda descartado.",Elegir bombillo mayor potencia,TRUE,FALSE,2,No Aplica,No Aplica,NaN,CONTEXTO_MAT_006,No Aplica,examen diagnostico matematicas.pdf,0.52,1.35,-0.35,0.14,Toma decisiones,Evaluativa,Analítico,Evaluar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Numérico_variacional,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Elegir menor potencia,Elegir mayor potencia sin verificar,Elegir potencia muy alta,0.25,0.3,0.2,Análisis costo-beneficio,Toma de decisiones,Calculadora,60,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_037,Matemáticas,Formulación y ejecución,Geometría,Aplicación,Procedimental,0.49,Aplica teorema Pitágoras para hallar distancia soporte,Aplicar teorema Pitágoras,"En una construcción necesitan subir a un segundo piso unas carretillas con cemento, para lo cual destinaron varias tablas gruesas y largas para usarlas como rampas en diferentes puntos de la construcción donde el segundo piso tiene diferentes alturas; dichas tablas tienen una longitud de 10 metros (c=10m). Si el trabajador que pondrá las tablas necesita poner un soporte en el suelo en el punto A, de forma que la tabla no se deslice y sabemos que la altura de las paredes será de X; entonces ¿a cuánto tendrá que poner los soportes?",B,Nivel_2,100,Teorema Pitágoras,11°,2025-1,√((10^2)+ (𝑥^2)),√((10^2) − (𝑥^2)),³√((10^3) + (𝑥^3)),(10^2) − (𝑥^2),TRUE,\database\seed_dataMatematicas\Imagenes_Matematicas\examen diagnostico matematicas\006_ExamenDiagnosticoMat.png,No Aplica,No Aplica,No Aplica,No Aplica,10,Identifica triángulo rectángulo,Aplica a² + b² = c²,Despeja distancia horizontal,"Usando teorema de Pitágoras: c² = a² + b², donde c=10m (hipotenusa), x=altura, entonces: 10² = x² + d², despejando d: d = √(10² - x²)",Sumar en lugar de restar,FALSE,FALSE,1,No Aplica,No Aplica,NaN,No Aplica,No Aplica,examen diagnostico matematicas.pdf,0.35,1.1,0.28,0.19,Aplicación geométrica,Descriptiva,Aplicativo,Aplicar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Geométrico_métrico,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Sumar cuadrados,Usar potencias incorrectas,Omitir raíz cuadrada,0.3,0.25,0.2,Geometría,Triángulos rectángulos,Textos de geometría,35,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_038,Matemáticas,Argumentación,Algebra_y_calculo,Evaluación,Conceptual,0.61,Evalúa conveniencia compra jugador según análisis costo-beneficio,Evaluar decisión según análisis financiero,"Durante la época de contrataciones de los equipos de futbol, un club reconocido tiene la intención de comprar un jugador cuyo pase cuesta 68 millones de euros; lo cual es un precio bastante alto por lo cual el club no está seguro de comprarlo; pero uno de sus asesores le recomienda hacerse del jugador pues dice que estipulan vender 2 millones de camisas a 25 euros en el primer año con el nombre de ese jugador si se hacen del pase de este. ¿debería el equipo comprar el jugador?",A,Nivel_3,110,Análisis financiero,11°,2025-1,"No, pues el precio del jugador excede lo que recaudaran con la venta de camisetas en el primer año.","Si, pues las ventas por camisetas son superiores al valor del jugador.","Si, pues las ventas por camisetas igualan el valor del jugador.","No, pues al precio de las camisetas tienen que quitarle el costo de hacerlas.",FALSE,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,10,Calcula ingresos por camisetas,Compara con costo del jugador,Evalúa rentabilidad,"Si se estipula que venderán 2 millones de camisas, cada una a 25 euros; entonces venderán en el primer año 50 millones de euros; por lo cual les quedaría faltando 18 millones de euros para librar el jugador.",Asumir que ingresos superan costos,FALSE,FALSE,1,No Aplica,No Aplica,NaN,No Aplica,No Aplica,examen diagnostico matematicas.pdf,0.44,1.25,0,0.16,Análisis económico,Evaluativa,Analítico,Evaluar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Numérico_variacional,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Sobrevalorar ingresos,Igualar incorrectamente,Considerar costos adicionales incorrectos,0.25,0.3,0.2,Análisis financiero,Toma de decisiones,Textos económicos,45,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_039,Matemáticas,Interpretación y representación,Estadística_y_probabilidad,Comprensión,Conceptual,0.38,Identifica moda en distribución frecuencias,Identificar medida tendencia central,"Juan es profesor y tiene un grupo de estudiantes, a los cuales les realizo un examen con nota entre 0 y 5. El desea estudiar el desempeño del salón; para lo cual le entrega este grafico que muestra el número de estudiantes que sacaron cada nota. ¿Cuál fue la moda de los resultados?",C,Nivel_2,85,Medidas tendencia central,11°,2025-1,3,5,4,2,TRUE,"""\database\seed_dataMatematicas\Imagenes_Matematicas\examen diagnostico matematicas\007_ExamenDiagnosticoMat.png""",No Aplica,No Aplica,No Aplica,No Aplica,10,Identifica concepto de moda,Busca valor con mayor frecuencia,Identifica nota con más estudiantes,La moda es el dato con mayor frecuencia; por lo cual es la nota que más se repite de todas. Que en este caso seria 4.,Confundir con media o mediana,TRUE,FALSE,1,No Aplica,No Aplica,"Juan es profesor y tiene un grupo de estudiantes, a los cuales les realizo un examen con nota entre 0 y 5. El desea estudiar el desempeño del salón; para lo cual le entrega este grafico que muestra el número de estudiantes que sacaron cada nota.",CONTEXTO_MAT_007,No Aplica,examen diagnostico matematicas.pdf,0.28,0.98,0.48,0.21,Estadística descriptiva,Interpretativa,Comprensivo,Comprender,Académico,No Aplica,No Aplica,No Aplica,Aleatorio,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Confundir con valor central,Confundir con nota máxima,Confundir con otro valor,0.3,0.25,0.2,Estadística,Medidas de tendencia,Textos estadísticos,25,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_040,Matemáticas,Formulación y ejecución,Estadística_y_probabilidad,Aplicación,Procedimental,0.55,Calcula promedio ponderado de calificaciones,Calcular media aritmética ponderada,El profesor determino que si el promedio de las notas da inferior a 3; repetirá el examen. ¿tendrá el profesor que repetir el examen?,B,Nivel_3,105,Media aritmética,11°,2025-1,"No, pues el promedio es 4","Si, pues el promedio es 2,5","Si, pues el promedio es 1,8","No, pues el promedio es 3",TRUE,"""\database\seed_dataMatematicas\Imagenes_Matematicas\examen diagnostico matematicas\007_ExamenDiagnosticoMat.png""",No Aplica,No Aplica,No Aplica,No Aplica,10,Multiplica cada nota por su frecuencia,Suma productos y divide entre total,Obtiene promedio 2.54,"La media es el promedio de un conjunto de datos; por lo cual se calcula sumando todos los valores y dividiendo por el total del número de estos mismos. (𝟎 × 𝟗) + (𝟏 × 𝟖) + (𝟐 × 𝟒) + (𝟑 × 𝟗) + (𝟒 × 𝟏𝟎) + (𝟓 × 𝟖) 𝟗 + 𝟖 + 𝟒 + 𝟗 + 𝟏𝟎 + 𝟖 = 𝟐, 𝟓𝟒.",Confundir con moda,TRUE,FALSE,2,No Aplica,No Aplica,NaN,CONTEXTO_MAT_007,No Aplica,examen diagnostico matematicas.pdf,0.38,1.15,0.22,0.18,Cálculo promedios,Descriptiva,Aplicativo,Aplicar,Académico,No Aplica,No Aplica,No Aplica,Aleatorio,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Usar valor modal,Error en cálculo,Usar valor exacto límite,0.25,0.3,0.2,Estadística,Cálculo de promedios,Calculadora,40,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_041,Matemáticas,Argumentación,Estadística_y_probabilidad,Evaluación,Conceptual,0.62,Evalúa correctitud procedimiento cálculo mediana,Evaluar conceptos estadísticos,"Otro profesor le dijo que estaba en lo incorrecto, pues realizo mal el procedimiento; que lo que debía hacer para encontrar la media era ordenar todos los datos de mayor a menor y dividir el número de datos en 2, y que el dato que este en dicha posición o el promedio de los dos datos consecuentes le diría si debe o no repetir la prueba. ¿tiene el otro profe razón?",A,Nivel_3,115,Diferencia media y mediana,11°,2025-1,"No, lo que el otro profe está calculando se llama la mediana y esta me permite ver el valor central solamente.","Si, juan estaba calculando mal el promedio pues estaba encontrando la media; y el promedio se calcula con la mediana.","No, pues para hacer encontrar dicho valor no debe ordenar los datos.","Si, pues este es un método más efectivo para encontrar el promedio.",TRUE,"""\database\seed_dataMatematicas\Imagenes_Matematicas\examen diagnostico matematicas\007_ExamenDiagnosticoMat.png""",No Aplica,No Aplica,No Aplica,No Aplica,10,Diferencia concepto media y mediana,Reconoce procedimiento mediana,Evalúa corrección conceptual,"El otro profesor está describiendo el procedimiento para calcular la mediana, no la media. La mediana es el valor central de datos ordenados, mientras que la media es el promedio aritmético.",Confundir media con mediana,TRUE,FALSE,3,No Aplica,No Aplica,NaN,CONTEXTO_MAT_007,No Aplica,examen diagnostico matematicas.pdf,0.45,1.28,-0.05,0.15,Conceptos estadísticos,Evaluativa,Analítico,Evaluar,Académico,No Aplica,No Aplica,No Aplica,Aleatorio,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Aceptar confusión conceptual,Rechazar por procedimiento,Aceptar método alternativo,0.25,0.3,0.2,Estadística,Conceptos fundamentales,Textos estadísticos,50,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_042,Matemáticas,Formulación y ejecución,Geometría,Aplicación,Procedimental,0.57,Calcula ángulo inclinación rampa usando trigonometría,Aplicar funciones trigonométricas,"Juan ha comprado un automóvil y ha construido un garaje, pero aún le hace falta construir una rampa de acceso a él, la altura a la que se encuentra el garaje es de 90 cm y la longitud de la rampa sería de 180 cm. Juan está intentando en conocer el Angulo Ɵ de inclinación. la forma en la que lo pueda hacer es.",C,Nivel_3,105,Trigonometría básica,11°,2025-1,Utilizando el teorema de Pitágoras,Hallando el 𝐶𝑜𝑠−1 ( 90/180 ),Hallando el 𝑆𝑒𝑛−1 ( 90/180 ),Hallando el 𝑆𝑒𝑐−1 ( 90/180 ),TRUE,\database\seed_dataMatematicas\Imagenes_Matematicas\Preguntas Matemáticas ICFES\001_PreguntasMatemáticas.png,No Aplica,No Aplica,No Aplica,No Aplica,10,Identifica cateto opuesto e hipotenusa,Reconoce función seno apropiada,Aplica función inversa,Conocer las entidades trigonométricas para los triángulos rectángulos. Conociendo estas podemos saber que la que cumple con tener el cateto opuesto sobre la hipotenusa es el seno ya que sin Ɵ=( Cateto opuesto / Hipotenusa ). Remplazando los valores queda sin Ɵ = ( 90/180 ). Despejando Ɵ nos queda entonces Ɵ = 𝑆𝑒𝑛−1 ( 90/180 ).,Confundir con teorema Pitágoras,TRUE,FALSE,1,No Aplica,No Aplica,"Juan ha comprado un automóvil y ha construido un garaje, pero aún le hace falta construir una rampa de acceso a él, la altura a la que se encuentra el garaje es de 90 cm y la longitud de la rampa sería de 180 cm. Juan está intentando en conocer el Angulo Ɵ de inclinación.",CONTEXTO_MAT_008,No Aplica,Preguntas Matemáticas ICFES.pdf,0.4,1.2,0.15,0.17,Funciones trigonométricas,Descriptiva,Aplicativo,Aplicar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Geométrico_métrico,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Usar teorema incorrecto,Usar coseno,Usar secante,0.25,0.3,0.2,Trigonometría,Triángulos rectángulos,Textos de geometría,40,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_043,Matemáticas,Formulación y ejecución,Geometría,Aplicación,Procedimental,0.54,Calcula longitud rampa usando función seno,Aplicar trigonometría para hallar hipotenusa,"Juan decide construir la rampa Por otro lado, donde la altura es de 50 cm. si el valor del sen Ɵ = ( 5/12 ). Entonces la longitud de la rampa es",B,Nivel_2,95,Aplicación seno,11°,2025-1,80cm,120cm,100cm,90cm,TRUE,\database\seed_dataMatematicas\Imagenes_Matematicas\Preguntas Matemáticas ICFES\002_PreguntasMatemáticas.png,No Aplica,No Aplica,No Aplica,No Aplica,10,Usa relación sin θ = opuesto/hipotenusa,Sustituye valores conocidos,Despeja hipotenusa,"Conocer las entidades trigonométricas para los triángulos rectángulos. Sabemos que tenemos el cateto opuesto, el seno Ɵ y nos piden encontrar la hipotenusa. Como nos dan el seno Ɵ esta sería la ecuación que usaríamos sin Ɵ=( Cateto opuesto / Hipotenusa ). Remplazando los valores tendríamos entonces 5/12 =( 50 / Hipotenusa ). Despejando la hipotenusa obtendremos Hipotenusa= 50 / (5/12). Operando esto tendremos como resultado que. hipotenusa=120cm.",Error en despeje algebraico,TRUE,FALSE,2,No Aplica,No Aplica,NaN,CONTEXTO_MAT_008,No Aplica,Preguntas Matemáticas ICFES.pdf,0.37,1.12,0.22,0.18,Resolución trigonométrica,Descriptiva,Aplicativo,Aplicar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Geométrico_métrico,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Error en cálculo,Error en operación,Error en estimación,0.25,0.2,0.3,Trigonometría,Cálculo hipotenusa,Textos de geometría,30,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_044,Matemáticas,Formulación y ejecución,Algebra_y_calculo,Aplicación,Procedimental,0.65,Formula ecuación recta relación precio-clientes,Aplicar ecuación recta con dos puntos,"La señora luz tiene un salón de belleza, su hijo Esteba hizo un estudio financiero del negocio y encontró que cuando el valor del corte (y) era de $4500, tenía un promedio 70 clientes semanales (x). pero cuando subía la tarifa a $5000 los clientes rebajaron a 60 semanales. Si se sabe que hay una relación lineal entre el precio y la cantidad de clientes, entonces. La ecuación de la recta que presenta la situación es",D,Nivel_4,120,Ecuación de la recta,11°,2025-1,y-50x=8000,y-70x=4500,y+60x=5000,y+50x=8000,FALSE,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,10,"Identifica puntos (60,5000) y (70,4500)",Calcula pendiente m = -50,Aplica forma punto-pendiente,"Como me hablan de la ecuación de la recta debemos tener claro que para dar solución a esto debemos conocer dos ecuaciones (la ecuación de la pendiente y la ecuación de una línea). Ecuación de la pendiente .m= (y2 − y1)/(x2−x1). Ecuación de la línea recta y- y1=m(x-x1). Primero se halla la pendiente para poder remplazarla en la ecuación de la línea. Los puntos que tenemos son. Siempre en estos ejercicios de dibujan en el plano y el primer punto que se encuentra de izquierda a derecha seria (x1, y1), el segundo (x2, y2) en este caso entonces (X1=60, Y1=5000) (X2=70, Y2=4500). Remplazando estos valores en la ecuación de la pendiente encontramos.",Confundir orden de coordenadas,TRUE,FALSE,1,No Aplica,No Aplica,"La señora luz tiene un salón de belleza, su hijo Esteba hizo un estudio financiero del negocio y encontró que cuando el valor del corte (y) era de $4500, tenía un promedio 70 clientes semanales (x). pero cuando subía la tarifa a $5000 los clientes rebajaron a 60 semanales. Si se sabe que hay una relación lineal entre el precio y la cantidad de clientes.",CONTEXTO_MAT_009,No Aplica,Preguntas Matemáticas ICFES.pdf,0.49,1.32,-0.25,0.14,Modelado lineal,Descriptiva,Aplicativo,Aplicar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Numérico_variacional,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Error en pendiente,Error en punto referencia,Error en signos,0.25,0.2,0.3,Funciones lineales,Ecuación de la recta,Textos de álgebra,55,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_045,Matemáticas,Formulación y ejecución,Algebra_y_calculo,Aplicación,Procedimental,0.53,Calcula clientes usando ecuación lineal,Aplicar ecuación para predecir valor,Si luz asigna un precio al corte de cabello de $3500 el número de clientes que ella va a recibir en promedio es de,C,Nivel_2,90,Aplicación ecuación lineal,11°,2025-1,Aumenta en 20 con respecto al inicial,Aumenta en 30 con respecto al inicial,Es 80 clientes,El número de clientes es el doble de la inicial,FALSE,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,10,Sustituye y = 3500 en ecuación,Despeja x de la ecuación,Compara con valor inicial,"Como ya encontramos la ecuación a la que hace referencia el comportamiento de los clientes con respecto al precio solo tenemos que remplazar en esta ecuación Y por 3500 y despejar X 3500- 50x=8000. Despejando x encontramos que el valor es de 90 ósea 90 clientes. Como sabíamos que el precio inicial era de 4500 y los clientes eran 70, entonces para que sean 90 estos aumentaron en 20 con respecto al inicial.",Calcular incremento relativo,TRUE,FALSE,2,No Aplica,No Aplica,NaN,CONTEXTO_MAT_009,No Aplica,Preguntas Matemáticas ICFES.pdf,0.37,1.12,0.22,0.18,Predicción lineal,Descriptiva,Aplicativo,Aplicar,Situaciones cotidianas,No Aplica,No Aplica,No Aplica,Numérico_variacional,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Error en incremento,Error en cálculo incremento,Duplicar valor inicial,0.25,0.3,0.2,Aplicación funciones,Predicción,Textos de álgebra,30,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
MAT_2025_046,Matemáticas,Interpretación y representación,Estadística_y_probabilidad,Análisis,Conceptual,0.58,Calcula porcentaje mujeres que prefieren rock,Interpretar tabla y calcular porcentaje,"En una Universidad se ha hecho un estudio sobre las preferencias musicales de los miembros de la institución, La encuesta fue hecha a 200 personas y se tuvieron los siguientes datos POP ROCK VALLENATO SALSA Hombre 25 30 20 5 Mujer 30 40 30 20 De acuerdo con los datos recogidos en la tabla, el porcentaje de mujeres que prefiere el rock es aproximadamente",C,Nivel_3,100,Análisis tablas,11°,2025-1,40%,21%,33%,37%,TRUE,"""\database\seed_dataMatematicas\Imagenes_Matematicas\Preguntas Matemáticas ICFES\003_PreguntasMatemáticas.png""",No Aplica,No Aplica,No Aplica,No Aplica,10,Identifica total mujeres = 120,Identifica mujeres rock = 40,Calcula 40/120 = 33%,"Entender el problema, ya que nos piden el %de mujeres que prefieren la música rock, entonces trabajamos con todas las mujeres como el 100%. Entonces 120 mujeres=100%. Como quiero saber cuál es el porcentaje de mujeres que escuchan rock, encuentro este número que son 40 mujeres y ya puedo realizar la regla de 3. (120/40 = 100%/x). Utilizando la ecuación tendríamos: 120 x = 4000. Despejando la x y hallamos que su valor es de 33.33333% lo que aproximadamente es X=33%.",Usar 40% directamente,TRUE,FALSE,1,No Aplica,No Aplica,"En una Universidad se ha hecho un estudio sobre las preferencias musicales de los miembros de la institución, La encuesta fue hecha a 200 personas y se tuvieron los siguientes datos POP ROCK VALLENATO SALSA Hombre 25 30 20 5 Mujer 30 40 30 20.",CONTEXTO_MAT_010,No Aplica,Preguntas Matemáticas ICFES.pdf,0.41,1.2,0.12,0.17,Análisis porcentual,Descriptiva,Analítico,Analizar,Académico,No Aplica,No Aplica,No Aplica,Aleatorio,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Confundir con valor absoluto,Usar total población,Error en aproximación,0.3,0.25,0.2,Porcentajes,Análisis tablas,Textos estadísticos,35,1/20/2025,1/20/2025,1,ICFES_OFICIAL,1/20/2025
